ID,Text,Translation,Old Text,Old Translation,Status,Gender,Critical Warnings,Non-critical Warnings,Platform Warnings,Location,Context,Section,Actor,Voice Actor,Revision,Old Revision,Edit Distance
13063,No Comfort <resource(consumption_resource_type)>,Brak wygody <resource(consumption_resource_type)>,,,OK,,,,,Trunk\Mars/Dlc/picard/Code/Buildings/MicroGHabitat.lua(00157),,,,,1005383,,
13064,"Comfort <resource(consumption_resource_type)><right><resource(consumption_stored_resources,consumption_max_storage,consumption_resource_type)>","Wygoda <resource(consumption_resource_type)><right><resource(consumption_stored_resources,consumption_max_storage,consumption_resource_type)>",,,OK,,,,,Trunk\Mars/Dlc/picard/Code/Buildings/MicroGHabitat.lua(00159),,,,,1005383,,
13065,"Insufficient comfort <resource(consumption_resource_type)><right><resource(consumption_stored_resources,consumption_max_storage,consumption_resource_type)>","Za mała wygoda <resource(consumption_resource_type)><right><resource(consumption_stored_resources,consumption_max_storage,consumption_resource_type)>",,,OK,,,,,Trunk\Mars/Dlc/picard/Code/Buildings/MicroGHabitat.lua(00161),,,,,1005383,,
12902,Building discovered the maximum locations,Budynek odkrył maksymalną liczbę miejsc.,,,OK,,,,,Trunk\Mars/Dlc/picard/Code/Buildings/ReconCenter.lua(00016),,,,,1001307,,
13066,Cave-in,Zapadlisko,Cave In,Zapadlisko,OK,,,,,Trunk\Mars/Dlc/picard/Code/Buildings/RubbleBase.lua(00009),,,,,1006192,,
13699,Cave-ins,Zapadliska,,,OK,,,,,Trunk\Mars/Dlc/picard/Code/Buildings/RubbleBase.lua(00010),,,,,1006192,,
13700,Rubble that collapsed down from the ceiling. This is must be the result from an earlier Underground Marsquake.,"Odłamki skalne, które opadły ze stropu jaskini. To pewnie następstwo wcześniejszego podziemnego trzęsienia Marsa.",Rubble that collapsed down from the ceiling. This indicates the area is unstable. It is too dangerous to clear this before we know more about the Martian Underground.,"Kamienie, które opadły ze stropu pieczary. Wskazuje, że ta okolica jest niestabilna. Usunięcie tego rumowiska byłoby na razie zbyt niebezpieczne – musimy najpierw dowiedzieć się więcej o marsjańskim podziemiu.",OK,,,,,Trunk\Mars/Dlc/picard/Code/Buildings/RubbleBase.lua(00011),,,,,1008841,,
13067,Clear rubble,Usuń rumosz,Clear Cave-In,Oczyść zapadlisko,OK,,,,,Trunk\Mars/Dlc/picard/Code/Buildings/RubbleBase.lua(00162),,,,,1008841,,
12713,Underground Exotic Minerals,Złoże podziemne (egzotyczne minerały),,,OK,,,,,Trunk\Mars/Dlc/picard/Code/Buildings/SubsurfaceDeposit.lua(00013),,,,,1005383,,
12714,An underground deposit of Exotic Minerals. Can be exploited by a <em>Exotic Minerals Extractor</em> staffed by <em>Colonists</em>.,Podziemne złoże egzotycznych minerałów. Można eksploatować za pomocą <em>ekstraktora egzotycznych minerałów</em> obsadzonego przez <em>kolonistów</em>.,,,OK,,,,,Trunk\Mars/Dlc/picard/Code/Buildings/SubsurfaceDeposit.lua(00014),,,,,1005383,,
12715,Deep Exotic Minerals,Złoże głębinowe (egzotyczne minerały),,,OK,,,,,Trunk\Mars/Dlc/picard/Code/Buildings/SubsurfaceDeposit.lua(00015),,,,,1005383,,
12716,Deep underground deposit of Exotic Minerals. Can be exploited by a <em>Exotic Minerals Extractor</em> staffed by <em>Colonists</em>.,Złoże głębinowe egzotycznych minerałów. Można eksploatować za pomocą <em>ekstraktora egzotycznych minerałów</em> obsadzonego przez <em>kolonistów</em>.,,,OK,,,,,Trunk\Mars/Dlc/picard/Code/Buildings/SubsurfaceDeposit.lua(00016),,,,,1005383,,
12717,Exotic Minerals Deposit,Złoże egzotycznych minerałów,,,OK,,,,,Trunk\Mars/Dlc/picard/Code/Buildings/SurfaceDeposit.lua(00039),,,,,1005383,,
12718,Scattered Exotic Minerals. Harvested by Drones or RC Transports.,Rozproszone egzotyczne minerały. Do zebrania przez drony lub ciężarówki sterowane.,,,OK,,,,,Trunk\Mars/Dlc/picard/Code/Buildings/SurfaceDeposit.lua(00040),,,,,1005383,,
13068,Rare Metals Deposit,Złoże rzadkich metali,,,OK,,,,,Trunk\Mars/Dlc/picard/Code/Buildings/SurfaceDeposit.lua(00051),,,,,1005383,,
13069,Scattered Rare Metals. Harvested by Drones or RC Transports.,Rozproszone rzadkie metale. Do zebrania przez drony lub ciężarówki sterowane.,,,OK,,,,,Trunk\Mars/Dlc/picard/Code/Buildings/SurfaceDeposit.lua(00052),,,,,1005383,,
13855,Collapsed Tunnel,Zawalony tunel,,,OK,,,,,Trunk\Mars/Dlc/picard/Code/Buildings/TunnelBlockerRubble.lua(00009),,,,,1008841,,
13856,Collapsed Tunnels,Zawalone tunele,,,OK,,,,,Trunk\Mars/Dlc/picard/Code/Buildings/TunnelBlockerRubble.lua(00010),,,,,1008841,,
13857,"Loose rubble is blocking this entire section. It must be a bit unstable, and would be too dangerous to clear before we know more about the Martian Underground.","Rumosz skalny blokuje całą tę sekcję. Zapewne jest trochę niestabilny i niebezpiecznie byłoby go usunąć, zanim nie dowiemy się więcej o marsjańskim podziemiu.",,,OK,,,,,Trunk\Mars/Dlc/picard/Code/Buildings/TunnelBlockerRubble.lua(00011),,,,,1008841,,
14341,<green>Mole people love the underground! +<morale_boost> (Morale)</green>,<green>Ludzie-krety uwielbiają podziemie! +<morale_boost> (morale)</green>,,,OK,,,,,Trunk\Mars/Dlc/picard/Code/Colonist.lua(00029),,,,,1010204,,
13858,Surface,Powierzchnia,,,OK,,,,,Trunk\Mars/Dlc/picard/Code/Colony.lua(00075),,,,,1008841,,
13605,Underground,Podziemie,,,OK,,,,,Trunk\Mars/Dlc/picard/Code/Colony.lua(00077),,,,,1005383,,
13859,Asteroid,Asteroida,,,OK,,,,,Trunk\Mars/Dlc/picard/Code/Colony.lua(00079),,,,,1008841,,
13070,Exotic Minerals can only be found on Asteroids.,Egzotyczne minerały można znaleźć tylko na asteroidach.,,,OK,,,,,Trunk\Mars/Dlc/picard/Code/Infobar.lua(00010),,,,,1005383,,
12740,Exotic Minerals production<right><preciousminerals(PreciousMineralsProducedYesterday)>,Produkcja egzotycznych minerałów<right><preciousminerals(PreciousMineralsProducedYesterday)>,,,OK,,,,,Trunk\Mars/Dlc/picard/Code/Infobar.lua(00012),,,,,1005383,,
12741,Exotic Minerals consumption<right><preciousminerals(PreciousMineralsConsumedByConsumptionYesterday)>,Zużycie egzotycznych minerałów<right><preciousminerals(PreciousMineralsConsumedByConsumptionYesterday)>,,,OK,,,,,Trunk\Mars/Dlc/picard/Code/Infobar.lua(00014),,,,,1005383,,
12742,Exotic Minerals maintenance<right><preciousminerals(PreciousMineralsConsumedByMaintenanceYesterday)>,Egzotyczne minerały zużyte na konserwację<right><preciousminerals(PreciousMineralsConsumedByMaintenanceYesterday)>,,,OK,,,,,Trunk\Mars/Dlc/picard/Code/Infobar.lua(00015),,,,,1005383,,
12743,"Upgrade construction<right><preciousminerals(PreciousMineralsUpgradeConstructionActual, PreciousMineralsUpgradeConstructionTotal)>","Budowa ulepszenia<right><preciousminerals(PreciousMineralsUpgradeConstructionActual, PreciousMineralsUpgradeConstructionTotal)>",,,OK,,,,,Trunk\Mars/Dlc/picard/Code/Infobar.lua(00016),,,,,245645,,
13797,Discovered Exotic Minerals<right><preciousminerals(number)>,Odkryte egzotyczne minerały<right><preciousminerals(number)>,,,OK,,,,,Trunk\Mars/Dlc/picard/Code/Infobar.lua(00025),,,,,1007231,,
13798,Discovered Underground Exotic Minerals<right><preciousmineralsDeep(number)>,Odkryte podziemne egzotyczne minerały<right><preciousmineralsDeep(number)>,,,OK,,,,,Trunk\Mars/Dlc/picard/Code/Infobar.lua(00026),,,,,1007231,,
573379047351,The Surface of Mars and the main location of our colonization efforts.,Powierzchnia Marsa i główne miejsce naszych trudów kolonizacyjnych.,,,OK,,,,,Trunk\Mars/Dlc/picard/Code/MapSwitch.lua(00031),XTemplate MapSwitch RolloverText,,,,1005383,,
823579669948,Mars,Mars,,,OK,,,,,Trunk\Mars/Dlc/picard/Code/MapSwitch.lua(00032),XTemplate MapSwitch RolloverTitle,,,,1005383,,
204620924604,<em><left_click></em> Go to Mars,<em><left_click></em> Przejdź do Marsa,,,OK,,,,,Trunk\Mars/Dlc/picard/Code/MapSwitch.lua(00033),XTemplate MapSwitch RolloverHint,,,,1005383,,
327539620258,<em><ButtonA></em> Go to Mars,<em><ButtonA></em> Przejdź do Marsa,,,OK,,,,,Trunk\Mars/Dlc/picard/Code/MapSwitch.lua(00034),XTemplate MapSwitch RolloverHintGamepad,,,,1005383,,
203464585890,The world below the Martian surface. Dark tunnels and caves hide a wealth of resources that could help us establish a successful colony on the red planet.,"Świat pod powierzchnią Marsa. Ciemne tunele i groty kryją mnóstwo zasobów, które pomogą nam w budowie udanej kolonii na Czerwonej Planecie.",,,OK,,,,,Trunk\Mars/Dlc/picard/Code/MapSwitch.lua(00043),XTemplate MapSwitch RolloverText,,,,1005383,,
123247125814,Mars Underground,Podziemie Marsa,,,OK,,,,,Trunk\Mars/Dlc/picard/Code/MapSwitch.lua(00044),XTemplate MapSwitch RolloverTitle,,,,1005383,,
101105304136,<em><left_click></em> Go to Mars Underground,<em><left_click></em> Przejdź do podziemia Marsa,,,OK,,,,,Trunk\Mars/Dlc/picard/Code/MapSwitch.lua(00045),XTemplate MapSwitch RolloverHint,,,,1005383,,
594099113571,<em><ButtonA></em> Go to Mars Underground,<em><ButtonA></em> Przejdź do podziemia Marsa,,,OK,,,,,Trunk\Mars/Dlc/picard/Code/MapSwitch.lua(00046),XTemplate MapSwitch RolloverHintGamepad,,,,1005383,,
13610,<description> <if(end_time)><em>(<remaining> remaining)</em></if>,<description> <if(end_time)><em>(pozostało <remaining>)</em></if>,<description> <em>(<remaining> remaining)</em>,<description> <em>(pozostało <remaining>)</em>,OK,,,,,Trunk\Mars/Dlc/picard/Code/MapSwitch.lua(00060),,,,,1009902,,
13608,<em><left_click></em> Go to <title>,<em><left_click></em> Cel: <title>,,,OK,,,,,Trunk\Mars/Dlc/picard/Code/MapSwitch.lua(00062),,,,,1005383,,
13609,<em><ButtonA></em> Go to <title>,<em><ButtonA></em> Cel: <title>,,,OK,,,,,Trunk\Mars/Dlc/picard/Code/MapSwitch.lua(00063),,,,,1005383,,
14347,<center><num><right><icon>,<center><num><right><icon>,,,OK,,,,,Trunk\Mars/Dlc/picard/Code/PayloadRequest.lua(00153),,,,,1010290,,
13884,TRANSPORT CARGO,PRZEWIEŹ ŁADUNEK,,,OK,,,,,Trunk\Mars/Dlc/picard/Code/PayloadRequest.lua(00262),,,,,1008996,,
13885,EDIT PAYLOAD,KONFIGURUJ ŁADUNEK,,,OK,,,,,Trunk\Mars/Dlc/picard/Code/PayloadRequest.lua(00265),,,,,1008996,,
14348,PRIORITIZE PAYLOAD,PRIORYTET ŁADOWANIA,,,OK,,,,,Trunk\Mars/Dlc/picard/Code/PayloadRequest.lua(00265),,,,,1010290,,
13519,COLONISTS,KOLONIŚCI,,,OK,,,,,Trunk\Mars/Dlc/picard/Code/PayloadRequest.lua(00271),,,,,1005383,,
13520,RC VEHICLES,POJAZDY STEROWANE,,,OK,,,,,Trunk\Mars/Dlc/picard/Code/PayloadRequest.lua(00275),,,,,1005383,,
13886,CARGO,ŁADUNEK,,,OK,,,,,Trunk\Mars/Dlc/picard/Code/PayloadRequest.lua(00277),,,,,1008996,,
14361,"<truncate(origin,max)>","<truncate(origin,max)>",,,OK,,,,,Trunk\Mars/Dlc/picard/Code/PayloadRequest.lua(00307),,,,,1010623,,
14362,"<truncate(destination,max)>","<truncate(destination,max)>",,,OK,,,,,Trunk\Mars/Dlc/picard/Code/PayloadRequest.lua(00308),,,,,1010623,,
13887,Minimum,Minimum,,,OK,,,,,Trunk\Mars/Dlc/picard/Code/PayloadRequest.lua(00315),,,,,1008996,,
14358,Predicted,Prognoza,,,OK,,,,,Trunk\Mars/Dlc/picard/Code/PayloadRequest.lua(00318),,,,,1010373,,
13653,Abandon Asteroid,Opuść asteroidę,,,OK,,,,,Trunk\Mars/Dlc/picard/Code/PlanetaryView.lua(00003),,,,,1005383,,
13654,Are you sure you want to abandon this Asteroid?,Czy na pewno chcesz opuścić tę asteroidę?,,,OK,,,,,Trunk\Mars/Dlc/picard/Code/PlanetaryView.lua(00004),,,,,1005383,,
13611,"Detailed Scan (Costs: <resource(amount, resource)> stored in Recon Centers)","Skan szczegółowy (koszty: <resource(amount, resource)>, przechowywane w ośrodkach zwiadowczych)",,,OK,,,,,Trunk\Mars/Dlc/picard/Code/PlanetaryView.lua(00038),,,,,1005383,,
13702,Close,Zamknij,,,OK,,,,,Trunk\Mars/Dlc/picard/Code/PlanetaryView.lua(00039),,,,,1006192,,
13071,"<UnitMoveControl('ButtonA',interaction_mode)>: Use Elevator","<UnitMoveControl('ButtonA',interaction_mode)>: użyj windy",,,OK,,,,,Trunk\Mars/Dlc/picard/Code/Unit.lua(00004),,,,,1005383,,
142607090636,Discovery Scan Cost,Koszt skanu odkrycia,,,OK,,,,,Trunk\Mars/Dlc/picard/Code/__const.lua(00006),ConstDef Cost DiscoveryScanCost name,,,,1005383,,
999082786542,The price of the Asteroid Lander,Cena lądownika asteroidowego,,,OK,,,,,Trunk\Mars/Dlc/picard/Code/__const.lua(00013),ConstDef Gameplay AsteroidLanderPrice help,,,,1006192,,
392823635588,Asteroid Lander Price,Cena lądownika,,,OK,,,,,Trunk\Mars/Dlc/picard/Code/__const.lua(00015),ConstDef Gameplay AsteroidLanderPrice name,,,,1006192,,
462623182405,Number of Sols before popup shows that Asteroid will go out of range,Liczba soli do wyświetlenia informacji ostrzegającej o wyjściu asteroidy poza zasięg,,,OK,,,,,Trunk\Mars/Dlc/picard/Code/__const.lua(00023),ConstDef Gameplay AsteroidOutOfRangeWarningInSols name,,,,1006693,,
824894319135,"Ensures a minimum discovery rate, regardless of the amount of recon centers or their performance.","Zapewnia minimalną szybkość odkrywania, niezależnie od liczby ośrodków zwiadowczych i ich wydajności.",,,OK,,,,,Trunk\Mars/Dlc/picard/Code/__const.lua(00029),ConstDef Gameplay BaseReconRate help,,,,1010623,,
708955800511,Base Recon Rate,Podstawowa szybkość zwiadu,,,OK,,,,,Trunk\Mars/Dlc/picard/Code/__const.lua(00031),ConstDef Gameplay BaseReconRate name,,,,1010623,,
14356,Amount of drones that work per resource request,Liczba dronów zajmujących się obsługą jednego żądania zasobu.,,,OK,,,,,Trunk\Mars/Dlc/picard/Code/__const.lua(00038),ConstDef Gameplay CargoRequestDroneAmount help,,,,1010339,,
14357,Cargo request drone amount,Liczba dronów dla żądania zasobu,,,OK,,,,,Trunk\Mars/Dlc/picard/Code/__const.lua(00040),ConstDef Gameplay CargoRequestDroneAmount name,,,,1010339,,
382362021942,Amount of maintenance points a cave-in adds to buildings,Liczba punktów konserwacji dodawana budynkom przez zapadlisko,,,OK,,,,,Trunk\Mars/Dlc/picard/Code/__const.lua(00046),ConstDef Gameplay CaveInDamage help,,,,1007006,,
298734488451,Amount of maintenance points a cave-in adds to buildings,Liczba punktów konserwacji dodawana budynkom przez zapadlisko,,,OK,,,,,Trunk\Mars/Dlc/picard/Code/__const.lua(00048),ConstDef Gameplay CaveInDamage name,,,,1007006,,
195862603701,Morale Boost given by the Crystal Statue,Premia do morale od kryształowego posągu,,,OK,,,,,Trunk\Mars/Dlc/picard/Code/__const.lua(00055),ConstDef Gameplay CrystalStatueMoraleBoost name,,,,1009902,,
668627004676,Minimum + random = hours until next Underground Marsquake,Wartość minimalna + wartość losowa = liczba godzin do następnego podziemnego trzęsienia Marsa,,,OK,,,,,Trunk\Mars/Dlc/picard/Code/__const.lua(00062),ConstDef Gameplay MarsquakeRandomTime help,,,,1005383,,
13696,Random extra hours before the next underground Marsquake,Losowa liczba dodatkowych godzin do następnego podziemnego trzęsienia Marsa,,,OK,,,,,Trunk\Mars/Dlc/picard/Code/__const.lua(00064),ConstDef Gameplay MarsquakeRandomTime name,,,,1005383,,
885359177817,Minimum + random = hours until next Underground Marsquake,Wartość minimalna + wartość losowa = liczba godzin do następnego podziemnego trzęsienia Marsa,,,OK,,,,,Trunk\Mars/Dlc/picard/Code/__const.lua(00070),ConstDef Gameplay MarsquakeSpawnTime help,,,,1005383,,
359007897900,Minimum time in hours before the next underground Marsquake,Minimalny czas do następnego podziemnego trzęsienia Marsa (w godzinach),,,OK,,,,,Trunk\Mars/Dlc/picard/Code/__const.lua(00072),ConstDef Gameplay MarsquakeSpawnTime name,,,,1005383,,
714746028252,Max Asteroids,Maks. liczba asteroid,,,OK,,,,,Trunk\Mars/Dlc/picard/Code/__const.lua(00079),ConstDef Gameplay MaxAsteroids name,,,,1005383,,
782865475072,Max Recon Collaboration Loss (%),Maks. strata zwiadu wskutek współpracy (%),,,OK,,,,,Trunk\Mars/Dlc/picard/Code/__const.lua(00086),ConstDef Gameplay MaxReconCollaborationLoss name,,,,1001307,,
201601751751,Time it takes for a Rocket to travel from Mars to Asteroid,Czas trwania lotu rakiety udającej się z Marsa na asteroidę.,,,OK,,,,,Trunk\Mars/Dlc/picard/Code/__const.lua(00092),ConstDef Gameplay TravelTimeMarsAsteroid help,,,,1005383,,
573425936581,Rocket Travel Time (Mars to Asteroid),Czas podróży rakiety (z Marsa na asteroidę),,,OK,,,,,Trunk\Mars/Dlc/picard/Code/__const.lua(00094),ConstDef Gameplay TravelTimeMarsAsteroid name,,,,1005383,,
944273969943,Colonist Sanity decreases when a Colonist is living Underground,Obniżenie zdrowia psychicznego kolonisty z powodu mieszkania pod ziemią.,,,OK,,,,,Trunk\Mars/Dlc/picard/Code/__const.lua(00101),ConstDef Stat LackOfLight help,,,,1005383,,
312029120086,Lack of Light,Brak światła,,,OK,,,,,Trunk\Mars/Dlc/picard/Code/__const.lua(00103),ConstDef Stat LackOfLight name,,,,1005383,,
13952,Colonist Morale decreases when a Colonist is living Underground,Obniżenie morale kolonisty z powodu mieszkania pod ziemią.,,,OK,,,,,Trunk\Mars/Dlc/picard/Code/__const.lua(00110),ConstDef Stat LackOfLight_Morale help,,,,1009902,,
13953,Lack of Light (Morale),Brak światła (morale),,,OK,,,,,Trunk\Mars/Dlc/picard/Code/__const.lua(00112),ConstDef Stat LackOfLight_Morale name,,,,1009902,,
937909489103,Had a single Asteroid Lander visit 10 asteroids before returning to Mars,Jeden lądownik asteroidowy odwiedził 10 asteroid przed powrotem na Marsa.,Have a single Asteroid Lander visit 10 asteroids before returning to Mars,Jeden lądownik asteroidowy odwiedził 10 asteroid przed powrotem na Marsa.,OK,,,,,Trunk\Mars/Dlc/picard/Presets/Achievement.lua(00004),Achievement AsteroidHopping description 100 chars max,,,,1006192,,
577000135198,Asteroid Hopping,Skoczek asteroidowy,,,OK,,,,,Trunk\Mars/Dlc/picard/Presets/Achievement.lua(00005),Achievement AsteroidHopping display_name,,,,1005383,,
712109396157,Have a single Asteroid Lander visit 10 asteroids before returning to Mars,Niech jeden lądownik asteroidowy odwiedzi 10 asteroid przed powrotem na Marsa.,,,OK,,,,,Trunk\Mars/Dlc/picard/Presets/Achievement.lua(00008),Achievement AsteroidHopping how_to 100 chars max,,,,1005383,,
551783953776,Went game over as your last colonists left Mars behind to take a trip into the great unknown,"Koniec gry z powodu opuszczenia Marsa przez wszystkich kolonistów w celu podążenia tam, dokąd nigdy nie dotarł żaden kolonista.",,,OK,,,,,Trunk\Mars/Dlc/picard/Presets/Achievement.lua(00017),Achievement IntotheUnknown description 100 chars max,,,,1005383,,
518103953163,Into the Unknown,W nieznane,,,OK,,,,,Trunk\Mars/Dlc/picard/Presets/Achievement.lua(00018),Achievement IntotheUnknown display_name,,,,1005383,,
444577652531,Go game over as your last colonists leaves Mars behind to take a trip into the great unknown,"Koniec gry z powodu opuszczenia Marsa przez wszystkich kolonistów w celu podążenia tam, dokąd nigdy nie dotarł żaden kolonista.",,,OK,,,,,Trunk\Mars/Dlc/picard/Presets/Achievement.lua(00021),Achievement IntotheUnknown how_to 100 chars max,,,,1005383,,
246149010282,"Fully developed all buried wonders in the underground, before sol 100",Ukończono wszystkie zasypane cuda w podziemiu przed solem 100.,,,OK,,,,,Trunk\Mars/Dlc/picard/Presets/Achievement.lua(00029),Achievement JobDone description 100 chars max,,,,1005383,,
850004341619,Job’s done,Fajrant,,,OK,,,,,Trunk\Mars/Dlc/picard/Presets/Achievement.lua(00030),Achievement JobDone display_name,,,,1005383,,
879720352748,"Fully develop all buried wonders in the underground, before sol 100",Ukończ wszystkie zasypane cuda w podziemiu przed solem 100.,,,OK,,,,,Trunk\Mars/Dlc/picard/Presets/Achievement.lua(00033),Achievement JobDone how_to 100 chars max,,,,1005383,,
344707783417,Successfully returned from an asteroid,Udany powrót z asteroidy.,,,OK,,,,,Trunk\Mars/Dlc/picard/Presets/Achievement.lua(00043),Achievement MissionSuccess description 100 chars max,,,,1005383,,
352308278370,Mission Success,Misja wykonana,,,OK,,,,,Trunk\Mars/Dlc/picard/Presets/Achievement.lua(00044),Achievement MissionSuccess display_name,,,,1005383,,
553449454523,Successfully return from an asteroid,Wróć z asteroidy.,,,OK,,,,,Trunk\Mars/Dlc/picard/Presets/Achievement.lua(00047),Achievement MissionSuccess how_to 100 chars max,,,,1005383,,
960803203997,Visited 3 asteroids simultaneously,Odwiedzono 3 asteroidy równocześnie.,,,OK,,,,,Trunk\Mars/Dlc/picard/Presets/Achievement.lua(00055),Achievement Multitasking description 100 chars max,,,,1005383,,
972496375104,Multitasking,Multitasking,,,OK,,,,,Trunk\Mars/Dlc/picard/Presets/Achievement.lua(00056),Achievement Multitasking display_name,,,,1005383,,
263335416342,Visit 3 asteroids simultaneously,Odwiedź 3 asteroidy równocześnie.,,,OK,,,,,Trunk\Mars/Dlc/picard/Presets/Achievement.lua(00059),Achievement Multitasking how_to 100 chars max,,,,1005383,,
887885723173,Fully developed a buried wonder to benefit your colony,Ukończono zasypany cud dla pożytku kolonii.,,,OK,,,,,Trunk\Mars/Dlc/picard/Presets/Achievement.lua(00067),Achievement MysteriesofMars description 100 chars max,,,,1005383,,
699604821816,Mysteries of Mars,Zagadki Marsa,,,OK,,,,,Trunk\Mars/Dlc/picard/Presets/Achievement.lua(00068),Achievement MysteriesofMars display_name,,,,1005383,,
423666976863,Fully develop a buried wonder to benefit your colony,Ukończ zasypany cud dla pożytku kolonii.,,,OK,,,,,Trunk\Mars/Dlc/picard/Presets/Achievement.lua(00071),Achievement MysteriesofMars how_to 100 chars max,,,,1005383,,
181546720810,Retrieved all resources from an asteroid & leave nothing behind,"Zebrano wszystkie zasoby z asteroidy, nie pozostawiając niczego.",,,OK,,,,,Trunk\Mars/Dlc/picard/Presets/Achievement.lua(00080),Achievement PerfectRun description 100 chars max,,,,1005383,,
481704543282,The Perfect Run,Na czysto,,,OK,,,,,Trunk\Mars/Dlc/picard/Presets/Achievement.lua(00081),Achievement PerfectRun display_name,,,,1005383,,
380103441989,Retrieve all resources from an asteroid & leave nothing behind,"Zbierz wszystkie zasoby z asteroidy, nie pozostawiając niczego.",,,OK,,,,,Trunk\Mars/Dlc/picard/Presets/Achievement.lua(00084),Achievement PerfectRun how_to 100 chars max,,,,1005383,,
397071493001,All your colonists live underground (at least 200 colonists),Wszyscy koloniści mieszkają pod ziemią (co najmniej 200).,,,OK,,,,,Trunk\Mars/Dlc/picard/Presets/Achievement.lua(00093),Achievement SpaceDwarves description 100 chars max,,,,1005383,,
373350093635,Space Dwarves,Krasnoludy w kosmosie,,,OK,,,,,Trunk\Mars/Dlc/picard/Presets/Achievement.lua(00094),Achievement SpaceDwarves display_name,,,,1005383,,
474820025728,All your colonists live underground (at least 200 colonists),Niech wszyscy koloniści mieszkają pod ziemią (co najmniej 200).,,,OK,,,,,Trunk\Mars/Dlc/picard/Presets/Achievement.lua(00097),Achievement SpaceDwarves how_to 100 chars max,,,,1005383,,
824548995484,Completed all techs in the recon & expansion tech tree,Opracowano wszystkie technologie w drzewku zwiadu i ekspansji.,,,OK,,,,,Trunk\Mars/Dlc/picard/Presets/Achievement.lua(00105),Achievement SpaceExplorer description 100 chars max,,,,1005383,,
822629600651,Space Explorer,Wyzysk kosmosu,,,OK,,,,,Trunk\Mars/Dlc/picard/Presets/Achievement.lua(00106),Achievement SpaceExplorer display_name,,,,1005383,,
373916663977,Complete all techs in the recon & expansion tech tree,Opracuj wszystkie technologie w drzewku zwiadu i ekspansji.,,,OK,,,,,Trunk\Mars/Dlc/picard/Presets/Achievement.lua(00109),Achievement SpaceExplorer how_to 100 chars max,,,,1005383,,
372857620339,Prevented 100 Cave-ins from Underground Marsquakes,Udało się zapobiec 100 zapadliskom powodowanym przez podziemne trzęsienia Marsa.,Prevented all cave-ins during a marsquake,Zapobiegnięto powstaniu wszystkich zapadlisk podczas trzęsienia Marsa.,OK,,,,,Trunk\Mars/Dlc/picard/Presets/Achievement.lua(00118),Achievement Willtheyhold description 100 chars max,,,,1007006,,
